STATUS | wrapper  | 2013/07/09 14:33:07 | --> Wrapper Started as Console
INFO   | jvm 3    | 2013/07/09 14:43:41 | WrapperManager:           could not be loaded:
INFO   | jvm 3    | 2013/07/09 14:43:41 | WrapperManager:             c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll
INFO   | jvm 3    | 2013/07/09 14:43:41 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 3    | 2013/07/09 14:43:41 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 3    | 2013/07/09 14:43:41 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 3    | 2013/07/09 14:43:41 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 3    | 2013/07/09 14:43:41 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 3    | 2013/07/09 14:43:41 | WrapperManager:           Reported cause:
INFO   | jvm 3    | 2013/07/09 14:43:41 | WrapperManager:             C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 3    | 2013/07/09 14:43:41 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 3    | 2013/07/09 14:43:41 | WrapperManager: 
INFO   | jvm 3    | 2013/07/09 14:43:41 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 3    | 2013/07/09 14:43:41 | 
INFO   | jvm 3    | 2013/07/09 14:43:41 | WrapperSimpleApp Usage:
INFO   | jvm 3    | 2013/07/09 14:43:41 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 3    | 2013/07/09 14:43:41 | 
INFO   | jvm 3    | 2013/07/09 14:43:41 | Where:
INFO   | jvm 3    | 2013/07/09 14:43:41 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 3    | 2013/07/09 14:43:41 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 3    | 2013/07/09 14:43:41 |                   application.
ERROR  | wrapper  | 2013/07/09 14:43:43 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 14:43:48 | Launching a JVM...
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager: Initializing...
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager: 
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager:           could not be loaded:
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager:             c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager:           Reported cause:
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager:             C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperManager: 
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 4    | 2013/07/09 14:43:48 | 
INFO   | jvm 4    | 2013/07/09 14:43:48 | WrapperSimpleApp Usage:
INFO   | jvm 4    | 2013/07/09 14:43:48 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 4    | 2013/07/09 14:43:48 | 
INFO   | jvm 4    | 2013/07/09 14:43:48 | Where:
INFO   | jvm 4    | 2013/07/09 14:43:48 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 4    | 2013/07/09 14:43:48 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 4    | 2013/07/09 14:43:48 |                   application.
ERROR  | wrapper  | 2013/07/09 14:43:50 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 14:43:54 | Launching a JVM...
INFO   | jvm 5    | 2013/07/09 14:43:54 | WrapperManager: Initializing...
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperManager: 
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperManager:           could not be loaded:
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperManager:             c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperManager:           Reported cause:
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperManager:             C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperManager: 
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperSimpleApp Error: Unable to locate the class main.Main : java.lang.ClassNotFoundException: main.Main
INFO   | jvm 5    | 2013/07/09 14:43:55 | 
INFO   | jvm 5    | 2013/07/09 14:43:55 | WrapperSimpleApp Usage:
INFO   | jvm 5    | 2013/07/09 14:43:55 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 5    | 2013/07/09 14:43:55 | 
INFO   | jvm 5    | 2013/07/09 14:43:55 | Where:
INFO   | jvm 5    | 2013/07/09 14:43:55 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 5    | 2013/07/09 14:43:55 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 5    | 2013/07/09 14:43:55 |                   application.
ERROR  | wrapper  | 2013/07/09 14:43:56 | JVM exited while loading the application.
FATAL  | wrapper  | 2013/07/09 14:43:57 | There were 5 failed launches in a row, each lasting less than 300 seconds.  Giving up.
FATAL  | wrapper  | 2013/07/09 14:43:57 |   There may be a configuration problem: please check the logs.
STATUS | wrapper  | 2013/07/09 14:43:57 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 14:46:21 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 14:46:21 | Java Service Wrapper Community Edition 32-bit 3.5.19
STATUS | wrapper  | 2013/07/09 14:46:21 |   Copyright (C) 1999-2013 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 14:46:21 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 14:46:21 | 
STATUS | wrapper  | 2013/07/09 14:46:21 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager: 
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager:           could not be loaded:
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager:             c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager:           Reported cause:
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager:             C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperManager: 
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperSimpleApp Error: Unable to locate the class c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\ : java.lang.ClassNotFoundException: c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\
INFO   | jvm 1    | 2013/07/09 14:46:21 | 
INFO   | jvm 1    | 2013/07/09 14:46:21 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/07/09 14:46:21 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 14:46:21 | 
INFO   | jvm 1    | 2013/07/09 14:46:21 | Where:
INFO   | jvm 1    | 2013/07/09 14:46:21 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 14:46:22 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 14:46:22 |                   application.
ERROR  | wrapper  | 2013/07/09 14:46:23 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 14:46:28 | Launching a JVM...
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager: Initializing...
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager: 
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager:           could not be loaded:
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager:             c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager:           Reported cause:
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager:             C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperManager: 
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperSimpleApp Error: Unable to locate the class c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\ : java.lang.ClassNotFoundException: c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\
INFO   | jvm 2    | 2013/07/09 14:46:28 | 
INFO   | jvm 2    | 2013/07/09 14:46:28 | WrapperSimpleApp Usage:
INFO   | jvm 2    | 2013/07/09 14:46:28 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 2    | 2013/07/09 14:46:28 | 
INFO   | jvm 2    | 2013/07/09 14:46:28 | Where:
INFO   | jvm 2    | 2013/07/09 14:46:28 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 2    | 2013/07/09 14:46:28 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 2    | 2013/07/09 14:46:28 |                   application.
ERROR  | wrapper  | 2013/07/09 14:46:30 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 14:46:34 | Launching a JVM...
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager: Initializing...
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager: 
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager:           could not be loaded:
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager:             c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager:           Reported cause:
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager:             C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperManager: 
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperSimpleApp Error: Unable to locate the class c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\ : java.lang.ClassNotFoundException: c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\
INFO   | jvm 3    | 2013/07/09 14:46:35 | 
INFO   | jvm 3    | 2013/07/09 14:46:35 | WrapperSimpleApp Usage:
INFO   | jvm 3    | 2013/07/09 14:46:35 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 3    | 2013/07/09 14:46:35 | 
INFO   | jvm 3    | 2013/07/09 14:46:35 | Where:
INFO   | jvm 3    | 2013/07/09 14:46:35 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 3    | 2013/07/09 14:46:35 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 3    | 2013/07/09 14:46:35 |                   application.
STATUS | wrapper  | 2013/07/09 14:46:36 | CTRL-C trapped.  Shutting down.
WARN   | wrapper  | 2013/07/09 14:46:36 | JVM exited unexpectedly while stopping the application.
STATUS | wrapper  | 2013/07/09 14:46:37 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/07/09 14:47:33 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/07/09 14:47:33 | Java Service Wrapper Community Edition 32-bit 3.5.19
STATUS | wrapper  | 2013/07/09 14:47:33 |   Copyright (C) 1999-2013 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/07/09 14:47:33 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/07/09 14:47:33 | 
STATUS | wrapper  | 2013/07/09 14:47:34 | Launching a JVM...
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager: 
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager:           could not be loaded:
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager:             c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager:           Reported cause:
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager:             C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperManager: 
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperSimpleApp Error: Unable to locate the class c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\\bin\main\Main.class : java.lang.ClassNotFoundException: c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\\bin\main\Main.class
INFO   | jvm 1    | 2013/07/09 14:47:34 | 
INFO   | jvm 1    | 2013/07/09 14:47:34 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/07/09 14:47:34 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/07/09 14:47:34 | 
INFO   | jvm 1    | 2013/07/09 14:47:34 | Where:
INFO   | jvm 1    | 2013/07/09 14:47:34 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/07/09 14:47:34 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/07/09 14:47:34 |                   application.
ERROR  | wrapper  | 2013/07/09 14:47:36 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 14:47:40 | Launching a JVM...
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager: Initializing...
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager: 
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager:           could not be loaded:
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager:             c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager:           Reported cause:
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager:             C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperManager: 
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperSimpleApp Error: Unable to locate the class c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\\bin\main\Main.class : java.lang.ClassNotFoundException: c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\\bin\main\Main.class
INFO   | jvm 2    | 2013/07/09 14:47:41 | 
INFO   | jvm 2    | 2013/07/09 14:47:41 | WrapperSimpleApp Usage:
INFO   | jvm 2    | 2013/07/09 14:47:41 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 2    | 2013/07/09 14:47:41 | 
INFO   | jvm 2    | 2013/07/09 14:47:41 | Where:
INFO   | jvm 2    | 2013/07/09 14:47:41 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 2    | 2013/07/09 14:47:41 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 2    | 2013/07/09 14:47:41 |                   application.
ERROR  | wrapper  | 2013/07/09 14:47:42 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 14:47:47 | Launching a JVM...
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager: Initializing...
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager: 
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager:           could not be loaded:
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager:             c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager:           Reported cause:
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager:             C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperManager: 
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperSimpleApp Error: Unable to locate the class c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\\bin\main\Main.class : java.lang.ClassNotFoundException: c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\\bin\main\Main.class
INFO   | jvm 3    | 2013/07/09 14:47:47 | 
INFO   | jvm 3    | 2013/07/09 14:47:47 | WrapperSimpleApp Usage:
INFO   | jvm 3    | 2013/07/09 14:47:47 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 3    | 2013/07/09 14:47:47 | 
INFO   | jvm 3    | 2013/07/09 14:47:47 | Where:
INFO   | jvm 3    | 2013/07/09 14:47:47 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 3    | 2013/07/09 14:47:47 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 3    | 2013/07/09 14:47:47 |                   application.
ERROR  | wrapper  | 2013/07/09 14:47:49 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 14:47:54 | Launching a JVM...
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager: Initializing...
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager: 
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager:           could not be loaded:
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager:             c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager:           Reported cause:
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager:             C:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\lib\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperManager: 
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperSimpleApp Error: Unable to locate the class c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\\bin\main\Main.class : java.lang.ClassNotFoundException: c:\CSIKI\PROGRAMING\Java\ProjectWaifu\Waifu\\bin\main\Main.class
INFO   | jvm 4    | 2013/07/09 14:47:54 | 
INFO   | jvm 4    | 2013/07/09 14:47:54 | WrapperSimpleApp Usage:
INFO   | jvm 4    | 2013/07/09 14:47:54 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 4    | 2013/07/09 14:47:54 | 
INFO   | jvm 4    | 2013/07/09 14:47:54 | Where:
INFO   | jvm 4    | 2013/07/09 14:47:54 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 4    | 2013/07/09 14:47:54 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 4    | 2013/07/09 14:47:54 |                   application.
ERROR  | wrapper  | 2013/07/09 14:47:55 | JVM exited while loading the application.
STATUS | wrapper  | 2013/07/09 14:48:00 | Launching a JVM...
INFO   | jvm 5    | 2013/07/09 14:48:00 | WrapperManager: Initializing...
